artist_name,birth_year,title,artwork_date
Harry Bertoia,1915,Study for a Glider Nose,1943.0
Norman Bruns,1921,Study for a Glider Nose,1943.0
Marion Overby,1909,Study for a Glider Nose,1943.0
Carl Auböck,1924,Salad Serving Set,1967.0
Yasuhiro Kira,1947,Wind MIDI Controller (model WX7),1986.0
Junichi Arai,1932,Crinkled Sheer Fabric,1995.0
Shiro Kuramata,1934,How High the Moon Armchair,1986.0
NEC Design,1971,VoicePoint Audio Teleconferencing Unit (model AEC-40),1988.0
Antoni Gaudí,1852,Prayer Bench,1898.0
Marcello Nizzoli,1887,Letter Opener,1960.0
Berthold Löffler,1874,Tablecloth,1905.0
Ed Rossbach,1914,Paper Work,1968.0
IBM Corporation,1911,ThinkPad 701 Portable Computer,1995.0
Sam Lucente,1958,ThinkPad 701 Portable Computer,1995.0
Richard Sapper,1932,ThinkPad 701 Portable Computer,1995.0
Robert P. Tennant,1948,ThinkPad 701 Portable Computer,1995.0
John Karidis,1958,ThinkPad 701 Portable Computer,1995.0
Louis Majorelle,1859,"""Nénuphar"" table lamp",1900.0
Daum Frères,1875,"""Nénuphar"" table lamp",1900.0
Sir William Lyons,1901,E-Type Roadster,1961.0
Malcolm Sayer,1916,E-Type Roadster,1961.0
William M. Heynes,1903,E-Type Roadster,1961.0
Gerhard Marcks,1889,Sintrax Coffee Machine,1925.0
Eiji Miyamoto,1948,Scarf,1991.0
William N. Touzani,1954,Expandable Containers,1987.0
Harry J. Powell,1855,Tumbler,1880.0
Stephen Armellino,1955,Bullet-Resistant Mask,1983.0
Ritva Puotila,1935,Woodnotes Textile,1987.0
Gustav Stickley,1858,Settee,1905.0
Louis Comfort Tiffany,1848,Candlestick,1910.0
Robert Brunner,1958,Mindset Personal Computer,1983.0
Edward Wormley,1907,Armchair,1946.0
Josef Albers,1888,Tea Glass with Saucer and Stirrer,1925.0
Hector Guimard,1867,Balcony Railing,1905.0
Arthur Young,1905,Bell-47D1 Helicopter,1945.0
Ernest Race,1913,BA Side Chair,1945.0
Paolo Venini,1895,Bottle Vase,1956.0
Tomoyuki Sugiyama,1954,Bubble Boy Speakers,1986.0
T. H. Robsjohn-Gibbings,1905,Table Lamp (model 170),1950.0
Toray Industries,1926,Torayca Textile,
Erik Herløw,1913,Covered Storage Containers,1945.0
Nitto Seimo Co. Ltd.,1910,Encircling Net,1996.0
company design,1926,Encircling Net,1996.0
Tapio Wirkkala,1915,Jäkälä Vase,1950.0
Raymond Loewy Associates,1944,Communications Receiver (model S-40A),1947.0
John Behringer,1939,Link Bench (model 656),1961.0
Rodolfo Bretzel,1966,Eola Light,1992.0
McDonnell Aircraft Corp.,1939,Gun Turret Seat,1939.0
Thomas Eriksson,1959,Medicine Cabinet,1992.0
Maria Benktzon,1946,Cane,1983.0
Håkan Bergkvist,1946,Cane,1983.0
Sven-Eric Juhlin,1940,Cane,1983.0
Ergonomi Design Gruppen (now Veryday),1969,Cane,1983.0
Sori Yanagi,1915,Butterfly Stools,1956.0
Hans Eichenberger,1926,Omega Desk-Dining Table,1956.0
Morison S. Cousins,1934,Promax Compact Hairdryer,1976.0
Michael Alan Cousins,1938,Promax Compact Hairdryer,1976.0
American Optical Corp.,1850,Polaroid Sunglasses,1946.0
Charles Rennie Mackintosh,1868,Side chair,1897.0
Bruno Ninaber Van Eyben,1950,Hanging Neck Watch,1976.0
Collins Company,1826,Axe,1945.0
Coors Porcelain Co.,1910,Crucible,1920.0
Swift & Anderson,1926,Outdoor Thermometer,1930.0
David Bush,1948,Amazing Electric Violin,1989.0
Brian Lepine,1952,Amazing Electric Violin,1989.0
Michael Zimmerman,1956,Amazing Electric Violin,1989.0
Charlotte Perriand,1903,Revolving Armchair,1928.0
Canon,1947,Photura Camera,1989.0
Olga de Amaral,1932,Rios 5,1990.0
Josef Kohn,1817,Child's cradle (model 1573),1895.0
Jacob Kohn,1791,Child's cradle (model 1573),1895.0
J. & J. Kohn,1867,Child's cradle (model 1573),1895.0
Koloman Moser,1868,Champagne Glass,1900.0
Kurt Zimmerli,1946,Water Flasks,1992.0
Rex (Reginald C.) Silver,1879,Flower Bowl,1903.0
Kyoko Kumai,1943,Wind from the Cloud Wall Hanging,1992.0
Jurriaan Kok,1861,Candy Jar,1900.0
Jacobus Lucas Verhoog,1878,Candy Jar,1900.0
David Lewis,1939,Beovox Cona Subwoofer Speaker,1988.0
J. P. Kayser Sohn,1814,Toothbrush Holder,1900.0
Hiroaki Kozu,1959,Speakers (model YST-SD90),1989.0
Steve McGugan,1960,Form-2 Headphones,1984.0
Antti Nurmesniemi,1927,Sauna Stool,1952.0
Gloria Caranica,1931,Child's rocker,1970.0
Ekco Products Co.,1888,Flint Knives,1940.0
Dean Pollock,1897,Joyeuse Knife,1936.0
Henning Watterston,1916,Mantilla Casement Gauze,1948.0
Andries Dirk Copier,1901,Water Glasses,1946.0
Richard Riemerschmid,1868,Electric wall lamp,1908.0
American Steel & Wire Co.,1898,Grease Cup Spring,1920.0
Aluminum Company of America,1888,Automobile Pistons,1924.0
Hin Bredendieck,1904,Kandem Bedside Table Lamp,1928.0
Henry Disston & Sons,1840,Cross-Cut Saw,1934.0
Franco Albini,1905,Luisa Armchair,1951.0
Eero Aarnio,1932,Gyro Chair,1968.0
Constantin Boym,1955,Use It Container,1995.0
Laurene Leon Boym,1964,Use It Container,1995.0
Olaf von Bohr,1927,Clothes Hooks,1971.0
Peter Müller-Munk,1904,Cafex Percolator,1947.0
Nickie Campbell,1962,Infant's Bottle,1983.0
William Campbell,1954,Infant's Bottle,1983.0
Gertrud Natzler,1908,Bowl (no. 7448),1946.0
Otto Natzler,1908,Bowl (no. 7448),1946.0
Vincent de Rijk,1962,Cups,1985.0
Hermann Gretsch,1895,Dinnerware set,1948.0
Poul Kjærholm,1929,Triennale Chair,1956.0
Alejandro Ruiz,1958,Cheese Grater,1994.0
Trude Petri-Raben,1906,Urbino Dinnerware,1930.0
Alice von Pechmann,1906,Urbino Teacup and Saucer,1930.0
Johannes Foersom,1943,Folding Newspaper Holder,1981.0
Peter Hiort-Loerenzen,1947,Folding Newspaper Holder,1981.0
Eva Zeisel,1906,Resilient Chair,1948.0
Ronald Hayes Pearson,1924,Dish and Bowl,1949.0
Bob Hall,1951,Racing Wheelchair,1986.0
Intel Corporation,1968,Diagram for Intel386 (TM) Microprocessor Chip,1985.0
The Stanley Works,1843,Rabbet plane (model no. 93),1900.0
Wolf Karnagel,1940,Stacking Cups,1982.0
Rainer Küschall,1947,Champion 3000 Adjustable Rigid-Frame Wheelchair,1986.0
Thomas Lamb,1898,Kitchen Tools with Lamb Wedge-Lock Handles,1953.0
Russell Manoy,1945,Mug and Plate,1966.0
Irving Harper,1916,Florence Ware Service,1953.0
Antonio Macchi Cassia,1937,Lexicon 82 Electric Typewriter,1972.0
Gianni Passini,1941,Lexicon 82 Electric Typewriter,1972.0
Ingo Maurer,1932,Ya Ya Ho Adjustable Lighting System,1983.0
Eero Saarinen,1910,Tulip Armchair (model 150),1955.0
Harry V. Cremonese,1939,Delphic Kitchen Utility Blades,1973.0
Michael Wilson,1947,Infant's fork and spoon,1986.0
Brown & Sharpe Mfg. Co.,1833,Vernier Depth Gauge (model 600),1934.0
West Bend Aluminum Co.,1911,Cake Pan,1930.0
International Silver Co.,1808,Silco Dinner Knife,1937.0
Allan Adler,1916,Salt and Pepper Shakers (Exhibited in the US Pavilion in the 1951 Milan Triennale),1949.0
Arshile Gorky,1904,Bull in the Sun Rug,1942.0
Iain Sinclair,1943,Executive Pocket Calculator,1972.0
Christopher Dresser,1834,Candleholder,1880.0
Antonio Citterio,1950,Battista Folding Extension Table,1991.0
Glen Oliver Löw,1959,Battista Folding Extension Table,1991.0
Hermann Fauser,1874,Schnapps Cups,1900.0
Mercedes Franchini,1895,Scooter Sunglasses,1955.0
Mariano Fortuny Y Madrazo,1871,Delphos Tea Gown with Belt,1907.0
Henriette Negrin Fortuny,1877,Delphos Tea Gown with Belt,1907.0
Adolph Loos,1870,Desk for the Anglo-Österreichische Bank II,1914.0
Hans Gugelot,1920,Radio-Phonograph (model SK 4/10),1956.0
Marc Newson,1963,Orgone Chaise Longue,1989.0
Hutzler Manufacturing Co.,1938,Cookie Cutter,1942.0
Allgemeine Elektricitäts Gesellschaft (A.E.G.),1883,Pocket Flashlight,1956.0
Johannes Potente,1908,Door Handle (model FSB 1020),1953.0
Max Bill,1908,Electric Wall Plugs,1956.0
Sven Wingquist,1876,Self-Aligning Ball Bearing,1907.0
Adriano Lagostina,1915,Covered Stockpots,1936.0
Massimo Lagostina,1908,Covered Stockpots,1936.0
Harvey J. Finison,1916,Can Opener,1977.0
Alex J. Ettl,1898,Proportional Caliper,1949.0
Jean Prouvé,1901,"""Direction"" Office Armchair no. 352",1951.0
Jernbolaget,1868,Ham Fork,1950.0
Jhoon Rhee,1932,Jhoon Rhee Safety Face Mask,1976.0
Scovill Mfg. Co.,1802,Flush Valve,1934.0
Finn Juhl,1912,Armchair (model 45),1945.0
Paul Schudel,1951,Wall Clock DK,1980.0
Charles O. Perry,1929,Chess Set,1966.0
Oskar Kogoj,1942,Aspirator,1974.0
Harry Allen,1964,Lighting Fixtures,1994.0
Olof Backman,1899,Veneer Saw (model 314),1950.0
Hans Maier-Aichen,1940,LIP Wastepaper Baskets,1993.0
Authentics artipresent GmbH,1981,LIP Wastepaper Baskets,1993.0
Lucie Rie,1902,Footed Bowl,1951.0
Compagnie des Cristalleries de Baccarat,1765,Champagne Glasses,1880.0
The L.S. Starrett Co.,1880,Spring Calipers,1948.0
Bell Laboratories,1974,Bellmac-4 Microelectronic Wafer and Tweezers (for handling),1978.0
Sebastian Bergne,1966,Lamp Shade 1 Lighting Fixture,1991.0
Friedl Holzer-Kjellberg,1905,Dinner Plates,1954.0
George Nelson,1908,Mobile Table (model 5152),1949.0
Francesca Lindh,1931,Double Teapot,1956.0
Richard Lindh,1929,Double Teapot,1956.0
Santina Bonini,1961,Arctic Series Bathroom Accessories,1994.0
Ernesto Spicciolato,1957,Arctic Series Bathroom Accessories,1994.0
Harry Gitlin,1914,Table Lamp (model T9),1951.0
Josiah Wedgwood,1730,Partial Coffee and Tea Service,1768.0
Stig Lindberg,1916,Pitchers,1957.0
Claudio Cesar,1955,ChromaFusion (R),1988.0
Leni Matthaei,1873,Abstrakte landschaft (Abstract Landscape),1924.0
Scott Wilson,1889,Plates and Bowls,1950.0
Roy Ginstrom,1921,Scallops Screen and Casement Fabric,1955.0
John Pemberton,1948,Sovereign Calculator,1975.0
Ludwig Littmann,1946,Visitronic Digital Alarm Clock,1979.0
The Dow Chemical Company,1897,Extruded Magnesium Profiles,1987.0
Bob Evans,1950,Tan Delta Force Fin Diving Fin,1994.0
Gordon Randall Perry,1943,ClearVision II Hand-Held Magnifier,1994.0
Stephan Rath,1876,Condiment Bowl,1948.0
Allen John Bootroyd,1943,AP1 Amplifier and AC1 Pre-Amplifier and Control Unit,1973.0
Michael Lax,1929,Modulion 10 Ionizer,1980.0
Joseph Forakis,1962,Havana Hanging Lighting Fixture,1993.0
Gunnel Nyman,1909,Munankuori Bowl (model 3303),1947.0
Compagnie de L'Esthétique Industrielle (CEI) - Raymond Loewy,1952,Flint Arrowhead Knives,1949.0
A. F. Gangkofner,1921,Iris Champagne and Wine Glasses,1956.0
Eric Goetz,1949,Composite Fiber-Based Materials,1983.0
Richard Süssmuth,1900,Champagne and Wine Glasses,1956.0
John Barnard,1946,"Sketch for Engine Intake of Formula 1 Car, #639",1987.0
Mitsuo Maki,1948,Mechanical Pencil and Ball Point Pen Platinum Z Model,1980.0
Hosowo Tomohiro,1953,Mechanical Pencil and Ball Point Pen Platinum Z Model,1980.0
Kikukawa Katsuyoshi,1935,Mechanical Pencil and Ball Point Pen Platinum Z Model,1980.0
Claire Wagner Kosterlitz,1903,Pillowcase,1925.0
Simon Fussell,1945,Stack 5 Drawer System (model 4605),1971.0
IDEO,1991,3-D Mouse,1991.0
Lawrence Lam,1960,3-D Mouse,1991.0
Paul Bradley,1960,3-D Mouse,1991.0
Göran Hongell,1902,Aarne Glasses,1948.0
Matsushita Electric Corp.,1918,Light Scope Microscope (model FF-393E),1979.0
Takeshi Ishiguro,1969,Rice Salt and Pepper Shakers,1994.0
Moshe Zabari,1935,Alms Box,1962.0
Gustav Lepschy,1942,Retinamat 210 Slide Projector,1970.0
Ernst Lieser,1940,Retinamat 210 Slide Projector,1970.0
Mitsubishi Electric Corp.,1921,Electric Micro-Shaver,1980.0
Per Jari,1951,Multilog 2040 Pacemaker,1988.0
Jan Ohrn,1943,Multilog 2040 Pacemaker,1988.0
Arteluce S.A.,1936,Table Lamp (model 594),1962.0
Ernö Rubik,1944,Rubik's Cube,1974.0
Alexander Bally,1938,Brigade Firefighter Helmet,1984.0
Kim Jones,1944,SPIN TM (Single Piece Innovation) Bicycle Wheel,1989.0
Doug Olson,1961,SPIN TM (Single Piece Innovation) Bicycle Wheel,1989.0
Atelier Martine,1911,Printed Fabric,1912.0
Herbert H. Schultes,1938,Slide Viewer (model 135 B),1976.0
Norbert Schlagheck,1925,Slide Viewer (model 135 B),1976.0
Ward Bennett,1917,Double Helix Knife,1985.0
Jerome Simon,1942,Beamo Light Beam Projection Clock,1981.0
Casio Computer Co. Ltd.,1957,Film Card Solar Calculator (model SL-800),1982.0
Antonia Campi,1921,Italicus Paper Shears (model 3/Neto),1962.0
Fulvio Bianconi,1915,Fazzoletto Vase,1949.0
Ibi Trier Mørch,1910,Serving Pot,1955.0
Lawrence Livermore National Laboratory,1952,Aerogel Insulating Material,1997.0
Bronislaw Zapolski,1917,Flourescent Flashlight (model 10015),1980.0
Peter Danko,1949,Bodyform Side Chair,1980.0
Alberto Meda,1945,On Off Table Lamp,1983.0
Franco Raggi,1945,On Off Table Lamp,1983.0
Denis Santachiara,1950,On Off Table Lamp,1983.0
Stephen Peart,1958,Surf Collection Lumbar Support,1994.0
Tim Parsey,1960,Stylewriter II Printer,1992.0
Christopher Connell,1954,Pepe Chair,1992.0
Wenger,1893,Dinner Knife,1958.0
J.A. Henckels,1731,Champagne Bottle Opener,
Mark Sanders,1956,No-Spill Chopping Board,1988.0
Mazda Motor Corporation,1920,MX5 Miata Automobile Taillights,1983.0
Michio Hanyu,1933,Soup Spoon,1966.0
Robert Picault,1919,Sugar Bowl,1940.0
Jasper Morrison,1959,Bottle Storage Module,1993.0
Paulus van Leeuwen,1955,Calculator,1983.0
Sanford Redmond,1924,"""dispenSRpak"" (TM) Packaging (32)",1986.0
Owens-Illinois Glass Co.,1903,Cream Jars with Covers,1934.0
Henry Dreyfuss,1904,Trimline Telephone,1962.0
Donald Genaro,1932,Trimline Telephone,1962.0
Bashir Zivari,1961,Kinderlink children's stools,1986.0
Scott Riegleman,1957,In-line Skate Boot Inner Shell,1994.0
Otto Prutscher,1880,Compote dish,1907.0
Marc Sadler,1946,"""Bap"" Motorcyclist's Back Protector",1992.0
Walter Von Nessen,1889,Trays,1928.0
David Rowland,1924,40/4 Stacking Chair,1964.0
John Scofield,1950,Folding Music Stand,1971.0
Wayman R. Spence,1934,UltraSoft(R) Blue Gel Comfort Pads,1994.0
Giorgio Gurioli,1957,Tra Bookends,1991.0
Francesco Scansetti,1955,Tra Bookends,1991.0
Bradford Bissell,1957,Animal Wet Suit,1988.0
John G. Rideout,1898,Magnalite Tea Kettle,1936.0
Umberto Nason,1889,"Container, Tumbler, Cocktail Pitcher",1954.0
Saara Hopea,1925,Container,1954.0
Thomas Patti,1943,Solar Bronze Riser Vase,1978.0
Jean-Michel Folon,1934,Musée de l'Affiche 18 Rue de Paradis Paris X,1978.0
James A. Sebastian,1942,Timeframe Calender (model 3.5),1978.0
Bill Stewart,1920,Kodiak Special Bow,1960.0
Gino Sarfatti,1912,Floor Lamp (model 1063),1954.0
Roy Richter,1914,Safety Helmet (model 500-TX),1957.0
Frank Heacox,1923,Safety Helmet (model 500-TX),1957.0
Walter Dorwin Teague,1883,Cocktail Glasses,1920.0
Kurt Versen,1901,Ceiling Lamp (model 5539),1940.0
Thomas V. Paulson,1925,Helmet Shield (model 235-3),1956.0
Fratelli Grivel (now Grivel S.r.l.),1818,Ice Axe,1900.0
José Echavé,1907,Jai alai cesta,1962.0
Benita Koch-Otte,1892,Woven Wall Hanging,1923.0
Charles Currey,1890,Sailing Knife and Marlinespike (model 468),1960.0
Howard Head,1914,Skis,1947.0
Hobie Alter,1933,Expert Model Surfboard,1958.0
Slazengers Ltd.,1881,Cricket Bat (model 9000),1962.0
Torun Bülow-Hübe,1929,Man's Bracelet Watch,1969.0
Guglielmo Berchicci,1957,Loto Floor Lamp,1997.0
Torben Holmback,1933,Tape Block,1982.0
Mikael Björnstjerna,1945,Oval Steel Cheese Knife,1973.0
Ford Madox Brown,1821,Sussex Corner Chair,1865.0
Fernando Campana,1961,Cone Chair,1997.0
Humberto Campana,1953,Cone Chair,1997.0
Toshiyuki Kita,1942,Kick Table,1983.0
Henning Koppel,1918,Men's Wristwatch,1977.0
Louis L. Lepoix,1918,Folding Service Cart,1983.0
Godtfred Kirk Christiansen,1920,LEGO building bricks,1954.0
Allan Gittler (Avraham Bar Rashi),1928,Electric Guitar,1975.0
Stefano Giovannoni,1954,Big Switch Lamp,1996.0
Bart van der Leck,1876,Carpet,1929.0
Konstantin Grcic,1965,May Day Lamp,1998.0
Lilly Reich,1885,MR Chaise Longue (model 104),1931.0
V. Lorenzo Porcelli,1933,Corona Floor Lamp,1981.0
Carmen Basile,1947,Corona Floor Lamp,1981.0
Porsche Design Group,1948,Folding Stereo Headphones,1982.0
Hendrik Van Keppel,1914,Lounge Chair and Ottoman (Exhibited in the US Pavilion in the 1951 Milan Triennale),1946.0
Taylor Green,1914,Lounge Chair and Ottoman (Exhibited in the US Pavilion in the 1951 Milan Triennale),1946.0
Swatch AG,1983,Watch (GB100),1983.0
Charles Robert Ashbee,1863,Silver Loop-Handled Dish,1901.0
Aleksandr Rodchenko,1891,Christmas Ornament,1936.0
Olof Backstrom,1922,Scissors,1960.0
Niels Sylvester Bendtsen,1943,Ribbon Chair,1975.0
Makio Hasuike,1938,Cucciolo Toilet Brush Holder,1976.0
Giampiero Bassi,1926,Crack Lamp,1968.0
Giovanni Bassi,1926,Crack Lamp,1968.0
Paul Haustein,1880,Coffee Service,1904.0
Archibald Knox,1864,Jewel Box,1900.0
The Custanite Corp.,1952,"Kant-Twist 10"" Clamp",1955.0
Alessandro Becchi,1946,Anfibio Convertible Couch,1971.0
Paul Mayen,1918,Ottawa Storage Cube,1975.0
Clement Meadmore,1929,Chair (model 248),1963.0
Gruppo Architetti Urbanisti Città Nuova,1961,Nesso Table Lamp,1965.0
Giancarlo Mattioli,1933,Nesso Table Lamp,1965.0
Jonathan De Pas,1932,Wall Coat Rack,1974.0
Donato D'Urbino,1935,Wall Coat Rack,1974.0
Paolo Lomazzi,1936,Wall Coat Rack,1974.0
Nathan George Horwitt,1898,Wristwatch Face,1947.0
Mary Walker Phillips,1923,Near East Wall Hanging,1964.0
Carlo Bartoli,1931,Solar Lounge Chair,1967.0
Robert Dumas-Hermes,1917,Paperweight,1955.0
August Endell,1871,Desk Mounts,1899.0
David Gammon,1933,Turntable,1964.0
Reinhold Häcker,1903,Carousel-S Slide Projector,1963.0
Yrjö Kukkapuro,1933,Ateljee Armchair,1963.0
Louis Sullivan,1856,Door Hardware,1895.0
John Stram,1939,Computer Tape Package Series 500,1968.0
Jack Stringer,1927,Computer Tape Package Series 500,1968.0
Carl Norby,1935,Computer Tape Package Series 500,1968.0
Giancarlo Piretti,1940,Vertebra Operational Chair,1975.0
Olivier Mourgue,1939,Djinn Chaise Longue,1964.0
Hans Theo Baumann,1924,Glasses (model 20/200),1966.0
Gae Aulenti,1930,Table with Wheels (model 2652),1980.0
Jay Monroe,1926,Disposable Flashlight,1967.0
Roberto Menghi,1920,Container for Liquids,1958.0
Sven Palmqvist,1906,"""Fuga"" Bowl",1960.0
W. D. Randall,1908,Attack-Survival Knife (model 18),1963.0
Vittorio Gregotti,1927,Floor Lamp (model 1008),1966.0
Lodovico Meneghetti,1926,Floor Lamp (model 1008),1966.0
Giotto Stoppino,1926,Floor Lamp (model 1008),1966.0
Arabia,1874,Dinner Plate,
Paul Chaleff,1947,Vase Form,1984.0
Raymond Riley,1958,Adjustable Keyboard,1993.0
David Shen,1958,Adjustable Keyboard,1993.0
Apple,1976,Adjustable Keyboard,1993.0
W.R. Case & Sons Cutlery Co.,1889,Slicing Knife,1939.0
Udo M. Geissler,1932,Multi Halogen Flashlight,1983.0
Steven T. Kaneko,1962,Mouse Computer Pointing Device,1992.0
Karl Koepping,1848,Liqueur Glass,1900.0
Panasonic,1918,Toot-A-Loop Radio (model R-72),1972.0
Wilfred O. Langille,1895,Ribbonaire Fan,1935.0
Frederik Ljungström,1875,Ribbonaire Fan,1935.0
Maria Martinez,1887,Jar,1960.0
Popovi Da,1931,Jar,1960.0
Nikolai Suetin,1897,Saucer,1923.0
